year,period,week_ending,state,state_ansi,watershed,data_item,value,cv
1990,MARKETING YEAR,,TEXAS,48,,INVENTORY,140000,
1990,MARKETING YEAR,,UTAH,49,,INVENTORY,47000,
1990,MARKETING YEAR,,VERMONT,50,,INVENTORY,6000,
1990,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,16000,
1990,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,80000,
1990,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,30000,
1990,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,112000,
1990,MARKETING YEAR,,WYOMING,56,,INVENTORY,40000,
1989,MARKETING YEAR,,ALABAMA,1,,INVENTORY,41000,
1989,MARKETING YEAR,,ARIZONA,4,,INVENTORY,78000,
1989,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,34000,
1989,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,620000,
1989,MARKETING YEAR,,COLORADO,8,,INVENTORY,50000,
1989,MARKETING YEAR,,CONNECTICUT,9,,INVENTORY,2000,
1989,MARKETING YEAR,,DELAWARE,10,,INVENTORY,1000,
1989,MARKETING YEAR,,FLORIDA,12,,INVENTORY,250000,
1989,MARKETING YEAR,,GEORGIA,13,,INVENTORY,116000,
1989,MARKETING YEAR,,HAWAII,15,,INVENTORY,9000,
1989,MARKETING YEAR,,IDAHO,16,,INVENTORY,140000,
1989,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,29000,
1989,MARKETING YEAR,,INDIANA,18,,INVENTORY,28000,
1989,MARKETING YEAR,,IOWA,19,,INVENTORY,67000,
1989,MARKETING YEAR,,KANSAS,20,,INVENTORY,37000,
1989,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,12000,
1989,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,35000,
1989,MARKETING YEAR,,MAINE,23,,INVENTORY,17000,
1989,MARKETING YEAR,,MARYLAND,24,,INVENTORY,9000,
1989,MARKETING YEAR,,MASSACHUSETTS,25,,INVENTORY,8000,
1989,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,102000,
1989,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,165000,
1989,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,24000,
1989,MARKETING YEAR,,MISSOURI,29,,INVENTORY,33000,
1989,MARKETING YEAR,,MONTANA,30,,INVENTORY,100000,
1989,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,119000,
1989,MARKETING YEAR,,NEVADA,32,,INVENTORY,15000,
1989,MARKETING YEAR,,NEW HAMPSHIRE,33,,INVENTORY,1000,
1989,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,25000,
1989,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,23000,
1989,MARKETING YEAR,,NEW YORK,36,,INVENTORY,94000,
1989,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,25000,
1989,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,310000,
1989,MARKETING YEAR,,OHIO,39,,INVENTORY,53000,
1989,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,9000,
1989,MARKETING YEAR,,OREGON,41,,INVENTORY,63000,
1989,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,41000,
1989,MARKETING YEAR,,RHODE ISLAND,44,,INVENTORY,1000,
1989,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,15000,
1989,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,235000,
1989,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,25000,
1989,MARKETING YEAR,,TEXAS,48,,INVENTORY,140000,
1989,MARKETING YEAR,,UTAH,49,,INVENTORY,47000,
1989,MARKETING YEAR,,VERMONT,50,,INVENTORY,6000,
1989,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,23000,
1989,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,70000,
1989,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,32000,
1989,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,108000,
1989,MARKETING YEAR,,WYOMING,56,,INVENTORY,41000,
1988,MARKETING YEAR,,ALABAMA,1,,INVENTORY,42000,
1988,MARKETING YEAR,,ARIZONA,4,,INVENTORY,80000,
1988,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,34000,
1988,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,600000,
1988,MARKETING YEAR,,COLORADO,8,,INVENTORY,48000,
1988,MARKETING YEAR,,CONNECTICUT,9,,INVENTORY,2000,
1988,MARKETING YEAR,,DELAWARE,10,,INVENTORY,1000,
1988,MARKETING YEAR,,FLORIDA,12,,INVENTORY,240000,
1988,MARKETING YEAR,,GEORGIA,13,,INVENTORY,115000,
1988,MARKETING YEAR,,HAWAII,15,,INVENTORY,9000,
1988,MARKETING YEAR,,IDAHO,16,,INVENTORY,127000,
1988,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,28000,
1988,MARKETING YEAR,,INDIANA,18,,INVENTORY,29000,
1988,MARKETING YEAR,,IOWA,19,,INVENTORY,49000,
1988,MARKETING YEAR,,KANSAS,20,,INVENTORY,42000,
1988,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,12000,
1988,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,38000,
1988,MARKETING YEAR,,MAINE,23,,INVENTORY,14000,
1988,MARKETING YEAR,,MARYLAND,24,,INVENTORY,7000,
1988,MARKETING YEAR,,MASSACHUSETTS,25,,INVENTORY,15000,
1988,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,95000,
1988,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,160000,
1988,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,21000,
1988,MARKETING YEAR,,MISSOURI,29,,INVENTORY,30000,
1988,MARKETING YEAR,,MONTANA,30,,INVENTORY,105000,
1988,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,113000,
1988,MARKETING YEAR,,NEVADA,32,,INVENTORY,9000,
1988,MARKETING YEAR,,NEW HAMPSHIRE,33,,INVENTORY,1000,
1988,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,30000,
1988,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,21000,
1988,MARKETING YEAR,,NEW YORK,36,,INVENTORY,94000,
1988,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,21000,
1988,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,250000,
1988,MARKETING YEAR,,OHIO,39,,INVENTORY,50000,
1988,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,10000,
1988,MARKETING YEAR,,OREGON,41,,INVENTORY,60000,
1988,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,45000,
1988,MARKETING YEAR,,RHODE ISLAND,44,,INVENTORY,1000,
1988,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,14000,
1988,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,245000,
1988,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,35000,
1988,MARKETING YEAR,,TEXAS,48,,INVENTORY,124000,
1988,MARKETING YEAR,,UTAH,49,,INVENTORY,36000,
1988,MARKETING YEAR,,VERMONT,50,,INVENTORY,7000,
1988,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,25000,
1988,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,65000,
1988,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,30000,
1988,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,102000,
1988,MARKETING YEAR,,WYOMING,56,,INVENTORY,39000,
1987,MARKETING YEAR,,ALABAMA,1,,INVENTORY,46000,
1987,MARKETING YEAR,,ARIZONA,4,,INVENTORY,80000,
1987,MARKETING YEAR,,ARKANSAS,5,,INVENTORY,29000,
1987,MARKETING YEAR,,CALIFORNIA,6,,INVENTORY,540000,
1987,MARKETING YEAR,,COLORADO,8,,INVENTORY,44000,
1987,MARKETING YEAR,,CONNECTICUT,9,,INVENTORY,2000,
1987,MARKETING YEAR,,DELAWARE,10,,INVENTORY,1000,
1987,MARKETING YEAR,,FLORIDA,12,,INVENTORY,240000,
1987,MARKETING YEAR,,GEORGIA,13,,INVENTORY,120000,
1987,MARKETING YEAR,,HAWAII,15,,INVENTORY,9000,
1987,MARKETING YEAR,,IDAHO,16,,INVENTORY,120000,
1987,MARKETING YEAR,,ILLINOIS,17,,INVENTORY,28000,
1987,MARKETING YEAR,,INDIANA,18,,INVENTORY,25000,
1987,MARKETING YEAR,,IOWA,19,,INVENTORY,44000,
1987,MARKETING YEAR,,KANSAS,20,,INVENTORY,46000,
1987,MARKETING YEAR,,KENTUCKY,21,,INVENTORY,14000,
1987,MARKETING YEAR,,LOUISIANA,22,,INVENTORY,35000,
1987,MARKETING YEAR,,MAINE,23,,INVENTORY,9000,
1987,MARKETING YEAR,,MARYLAND,24,,INVENTORY,7000,
1987,MARKETING YEAR,,MASSACHUSETTS,25,,INVENTORY,11000,
1987,MARKETING YEAR,,MICHIGAN,26,,INVENTORY,93000,
1987,MARKETING YEAR,,MINNESOTA,27,,INVENTORY,160000,
1987,MARKETING YEAR,,MISSISSIPPI,28,,INVENTORY,19000,
1987,MARKETING YEAR,,MISSOURI,29,,INVENTORY,30000,
1987,MARKETING YEAR,,MONTANA,30,,INVENTORY,95000,
1987,MARKETING YEAR,,NEBRASKA,31,,INVENTORY,110000,
1987,MARKETING YEAR,,NEVADA,32,,INVENTORY,11000,
1987,MARKETING YEAR,,NEW HAMPSHIRE,33,,INVENTORY,1000,
1987,MARKETING YEAR,,NEW JERSEY,34,,INVENTORY,25000,
1987,MARKETING YEAR,,NEW MEXICO,35,,INVENTORY,19000,
1987,MARKETING YEAR,,NEW YORK,36,,INVENTORY,90000,
1987,MARKETING YEAR,,NORTH CAROLINA,37,,INVENTORY,20000,
1987,MARKETING YEAR,,NORTH DAKOTA,38,,INVENTORY,300000,
1987,MARKETING YEAR,,OHIO,39,,INVENTORY,55000,
1987,MARKETING YEAR,,OKLAHOMA,40,,INVENTORY,10000,
1987,MARKETING YEAR,,OREGON,41,,INVENTORY,55000,
1987,MARKETING YEAR,,PENNSYLVANIA,42,,INVENTORY,48000,
1987,MARKETING YEAR,,RHODE ISLAND,44,,INVENTORY,1000,
1987,MARKETING YEAR,,SOUTH CAROLINA,45,,INVENTORY,15000,
1987,MARKETING YEAR,,SOUTH DAKOTA,46,,INVENTORY,260000,
1987,MARKETING YEAR,,TENNESSEE,47,,INVENTORY,35000,
1987,MARKETING YEAR,,TEXAS,48,,INVENTORY,120000,
1987,MARKETING YEAR,,UTAH,49,,INVENTORY,35000,
1987,MARKETING YEAR,,VERMONT,50,,INVENTORY,7000,
1987,MARKETING YEAR,,VIRGINIA,51,,INVENTORY,25000,
1987,MARKETING YEAR,,WASHINGTON,53,,INVENTORY,75000,
1987,MARKETING YEAR,,WEST VIRGINIA,54,,INVENTORY,21000,
1987,MARKETING YEAR,,WISCONSIN,55,,INVENTORY,92000,
1987,MARKETING YEAR,,WYOMING,56,,INVENTORY,39000,
